4.001569e+002,4.600208e-001
4.006390e+002,4.574287e-001
4.011211e+002,4.551656e-001
4.016032e+002,4.531608e-001
4.020854e+002,4.512902e-001
4.025675e+002,4.494491e-001
4.030496e+002,4.476126e-001
4.035317e+002,4.458464e-001
4.040138e+002,4.442768e-001
4.044959e+002,4.430201e-001
4.049781e+002,4.421259e-001
4.054602e+002,4.415610e-001
4.059423e+002,4.412284e-001
4.064244e+002,4.410234e-001
4.069065e+002,4.408660e-001
4.073886e+002,4.407232e-001
4.078708e+002,4.406002e-001
4.083529e+002,4.405036e-001
4.088350e+002,4.404171e-001
4.093171e+002,4.402969e-001
4.097992e+002,4.400895e-001
4.102813e+002,4.397660e-001
4.107635e+002,4.393499e-001
4.112456e+002,4.389261e-001
4.117277e+002,4.386131e-001
4.122098e+002,4.385261e-001
4.126919e+002,4.387433e-001
4.131740e+002,4.392785e-001
4.136562e+002,4.400952e-001
4.141383e+002,4.411147e-001
4.146204e+002,4.422605e-001
4.151025e+002,4.434704e-001
4.155846e+002,4.447103e-001
4.160667e+002,4.459726e-001
4.165489e+002,4.472663e-001
4.170310e+002,4.485959e-001
4.175131e+002,4.499448e-001
4.179952e+002,4.512539e-001
4.184773e+002,4.524190e-001
4.189594e+002,4.533260e-001
4.194416e+002,4.538963e-001
4.199237e+002,4.541351e-001
4.204058e+002,4.541238e-001
4.208879e+002,4.539894e-001
4.213700e+002,4.538585e-001
4.218521e+002,4.538298e-001
4.223343e+002,4.539797e-001
4.228164e+002,4.543450e-001
4.232985e+002,4.549228e-001
4.237806e+002,4.556708e-001
4.242627e+002,4.565191e-001
4.247448e+002,4.573907e-001
4.252270e+002,4.582156e-001
4.257091e+002,4.589437e-001
4.261912e+002,4.595449e-001
4.266733e+002,4.600045e-001
4.271554e+002,4.603233e-001
4.276375e+002,4.605158e-001
4.281197e+002,4.606180e-001
4.286018e+002,4.606768e-001
4.290839e+002,4.607504e-001
4.295660e+002,4.608937e-001
4.300481e+002,4.611430e-001
4.305302e+002,4.615052e-001
4.310124e+002,4.619562e-001
4.314945e+002,4.624488e-001
4.319766e+002,4.629329e-001
4.324587e+002,4.633755e-001
4.329408e+002,4.637738e-001
4.334229e+002,4.641498e-001
4.339051e+002,4.645386e-001
4.343872e+002,4.649608e-001
4.348693e+002,4.654111e-001
4.353514e+002,4.658529e-001
4.358335e+002,4.662305e-001
4.363156e+002,4.664922e-001
4.367978e+002,4.666173e-001
4.372799e+002,4.666245e-001
4.377620e+002,4.665790e-001
4.382441e+002,4.665670e-001
4.387262e+002,4.666695e-001
4.392083e+002,4.669483e-001
4.396905e+002,4.674293e-001
4.401726e+002,4.681004e-001
4.406547e+002,4.689220e-001
4.411368e+002,4.698395e-001
4.416189e+002,4.707912e-001
4.421010e+002,4.717174e-001
4.425832e+002,4.725757e-001
4.430653e+002,4.733453e-001
4.435474e+002,4.740351e-001
4.440295e+002,4.746805e-001
4.445116e+002,4.753351e-001
4.449937e+002,4.760592e-001
4.454759e+002,4.768988e-001
4.459580e+002,4.778756e-001
4.464401e+002,4.789759e-001
4.469222e+002,4.801565e-001
4.474043e+002,4.813522e-001
4.478864e+002,4.825000e-001
4.483686e+002,4.835648e-001
4.488507e+002,4.845452e-001
4.493328e+002,4.854856e-001
4.498149e+002,4.864588e-001
4.502970e+002,4.875541e-001
4.507791e+002,4.888489e-001
4.512613e+002,4.903843e-001
4.517434e+002,4.921512e-001
4.522255e+002,4.940910e-001
4.527076e+002,4.961135e-001
4.531897e+002,4.981209e-001
4.536718e+002,5.000520e-001
4.541540e+002,5.018995e-001
4.546361e+002,5.037152e-001
4.551182e+002,5.055833e-001
4.556003e+002,5.075855e-001
4.560824e+002,5.097587e-001
4.565645e+002,5.120678e-001
4.570467e+002,5.144028e-001
4.575288e+002,5.166087e-001
4.580109e+002,5.185637e-001
4.584930e+002,5.202372e-001
4.589751e+002,5.217131e-001
4.594572e+002,5.231425e-001
4.599394e+002,5.246930e-001
4.604215e+002,5.264778e-001
4.609036e+002,5.285292e-001
4.613857e+002,5.307995e-001
4.618678e+002,5.331869e-001
4.623499e+002,5.355842e-001
4.628321e+002,5.379041e-001
4.633142e+002,5.401052e-001
4.637963e+002,5.421823e-001
4.642784e+002,5.441402e-001
4.647605e+002,5.459701e-001
4.652426e+002,5.476454e-001
4.657248e+002,5.491314e-001
4.662069e+002,5.504073e-001
4.666890e+002,5.514796e-001
4.671711e+002,5.523823e-001
4.676532e+002,5.531558e-001
4.681353e+002,5.538276e-001
4.686175e+002,5.544021e-001
4.690996e+002,5.548626e-001
4.695817e+002,5.551894e-001
4.700638e+002,5.553703e-001
4.705459e+002,5.554019e-001
4.710280e+002,5.552809e-001
4.715102e+002,5.549810e-001
4.719923e+002,5.544524e-001
4.724744e+002,5.536290e-001
4.729565e+002,5.524619e-001
4.734386e+002,5.509534e-001
4.739207e+002,5.491721e-001
4.744029e+002,5.472350e-001
4.748850e+002,5.452644e-001
4.753671e+002,5.433618e-001
4.758492e+002,5.415813e-001
4.763313e+002,5.399250e-001
4.768134e+002,5.383642e-001
4.772956e+002,5.368571e-001
4.777777e+002,5.353721e-001
4.782598e+002,5.338939e-001
4.787419e+002,5.324235e-001
4.792240e+002,5.309708e-001
4.797061e+002,5.295523e-001
4.801883e+002,5.281858e-001
4.806704e+002,5.268958e-001
4.811525e+002,5.257143e-001
4.816346e+002,5.246727e-001
4.821167e+002,5.237850e-001
4.825989e+002,5.230420e-001
4.830810e+002,5.224028e-001
4.835631e+002,5.218014e-001
4.840452e+002,5.211667e-001
4.845273e+002,5.204538e-001
4.850095e+002,5.196607e-001
